source,listing_type,title,price,location,bedrooms,bathrooms,size_sqm,property_type,url,scraped_at,price_num,size_num,bedrooms_num,bathrooms_num,price_per_sqm,bed_bath_ratio
Property24,Rent,,KSh 70 000,"Sarit Centre Car Park Lower Kabete Rd, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923486,2026-02-17T14:50:19.272957,70.0,,,,,
Property24,Rent,,KSh 55 000,"Kindaruma Rd Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116919132,2026-02-17T14:50:19.277073,55.0,,,,,
Property24,Rent,,KSh 251 031,"Mombasa Road Nairobi, Syokimau, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-syokimau-116925794,2026-02-17T14:50:19.279479,251.0,,,,,
Property24,Rent,,KSh 246 081,"Mombasa Road Nairobi, Syokimau, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-syokimau-116925791,2026-02-17T14:50:19.282003,246.0,,,,,
Property24,Rent,,KSh 350 000,"Academy Road Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928852,2026-02-17T14:50:19.284935,350.0,,,,,
Property24,Rent,,KSh 455 000,"Bogani Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116920715,2026-02-17T14:50:19.288164,455.0,,,,,
Property24,Rent,,KSh 455 000,"Bogani Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116920411,2026-02-17T14:50:19.291454,455.0,,,,,
Property24,Rent,,KSh 550 000,"Nandi Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928746,2026-02-17T14:50:19.294266,550.0,,,,,
Property24,Rent,,KSh 375 000,"Kyuna Rd Nairobi, Kyuna, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-kyuna-116920026,2026-02-17T14:50:19.297493,375.0,,,,,
Property24,Rent,,KSh 400 000,"PostBank Building 2582, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116933341,2026-02-17T14:50:26.836469,400.0,,,,,
Property24,Rent,,KSh 55 000,"Kindaruma Rd Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116919141,2026-02-17T14:50:26.841576,55.0,,,,,
Property24,Rent,,KSh 350 000,"Windy Ridge Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923159,2026-02-17T14:50:26.844606,350.0,,,,,
Property24,Rent,,KSh 430 000,"Loresho Crescent Loresho, Loresho, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-loresho-116919937,2026-02-17T14:50:26.848330,430.0,,,,,
Property24,Rent,,KSh 430 000,"Loresho Crescent Loresho, Loresho, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-loresho-116919908,2026-02-17T14:50:26.851597,430.0,,,,,
Property24,Rent,,KSh 300 000,"Raphta Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-westlands-116916262,2026-02-17T14:50:26.854951,300.0,,,,,
Property24,Rent,,KSh 70 000,"Rhapta Road Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116914324,2026-02-17T14:50:26.861376,70.0,,,,,
Property24,Rent,,KSh 500 000,"JQR5+4H2 Unnamed Road, Karen, Nairobi",,,,,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923157,2026-02-17T14:50:26.864412,500.0,,,,,
Property24,Rent,,KSh 70 000,"Sarit Centre Car Park Lower Kabete Rd, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923496,2026-02-17T14:50:26.867529,70.0,,,,,
Property24,Rent,,KSh 516 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915415,2026-02-17T14:50:26.870252,516.0,,,,,
Property24,Rent,,KSh 516 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915332,2026-02-17T14:50:26.874810,516.0,,,,,
Property24,Rent,,KSh 516 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915331,2026-02-17T14:50:26.878288,516.0,,,,,
Property24,Rent,,KSh 375 000,"Kyuna Rd Nairobi, Kyuna, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-kyuna-116920052,2026-02-17T14:50:26.881501,375.0,,,,,
Property24,Rent,,KSh 450 000,"Nyari Kitisuru, Nyari, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-nyari-116929060,2026-02-17T14:50:26.884767,450.0,,,,,
Property24,Rent,,KSh 450 000,"Nyari Kitisuru, Nyari, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-nyari-116929036,2026-02-17T14:50:26.888117,450.0,,,,,
Property24,Rent,,KSh 350 000,"Three-Dee Ln Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928869,2026-02-17T14:50:26.892074,350.0,,,,,
Property24,Rent,,KSh 50 000,"Marula Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116923141,2026-02-17T14:50:26.894390,50.0,,,,,
Property24,Rent,,KSh 430 000,"Loresho Crescent Loresho, Loresho, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-loresho-101755298,2026-02-17T14:50:26.897810,430.0,,,,,
Property24,Rent,,KSh 400 000,"MPQ5+CG9 Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116923903,2026-02-17T14:50:26.900644,400.0,,,,,
Property24,Rent,,KSh 600 000,"Karen Plains Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116923148,2026-02-17T14:50:26.902925,600.0,,,,,
Property24,Rent,,KSh 500 000,"Karen Plains Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/7-bedroom-house-to-rent-in-karen-116923146,2026-02-17T14:50:26.908118,500.0,,,,,
Property24,Rent,,KSh 40 000,"Ngong Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-karen-116907697,2026-02-17T14:50:33.841609,40.0,,,,,
Property24,Rent,,KSh 120 000,"Karen Brooks Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911416,2026-02-17T14:50:33.844727,120.0,,,,,
Property24,Rent,,KSh 250 000,"Karigacha Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/7-bedroom-house-to-rent-in-karen-116923152,2026-02-17T14:50:33.847520,250.0,,,,,
Property24,Rent,,KSh 200 000,"Nairobi Nairobi County, Westlands, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-westlands-116910761,2026-02-17T14:50:33.850836,200.0,,,,,
Property24,Rent,,KSh 165 000,"Westlands Highridge, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116927244,2026-02-17T14:50:33.854358,165.0,,,,,
Property24,Rent,,KSh 250 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910714,2026-02-17T14:50:33.859414,250.0,,,,,
Property24,Rent,,KSh 250 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910687,2026-02-17T14:50:33.862568,250.0,,,,,
Property24,Rent,,KSh 250 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910671,2026-02-17T14:50:33.865963,250.0,,,,,
Property24,Rent,,KSh 200 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910648,2026-02-17T14:50:33.869704,200.0,,,,,
Property24,Rent,,KSh 200 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910601,2026-02-17T14:50:33.873849,200.0,,,,,
Property24,Rent,,KSh 200 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910587,2026-02-17T14:50:33.877553,200.0,,,,,
Property24,Rent,,KSh 265 000,"Raphta Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-116908550,2026-02-17T14:50:33.880876,265.0,,,,,
Property24,Rent,,KSh 265 000,"Raphta Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-101743048,2026-02-17T14:50:33.884715,265.0,,,,,
Property24,Rent,,KSh 265 000,"Raphta Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-116908311,2026-02-17T14:50:33.888200,265.0,,,,,
Property24,Rent,,KSh 80 000,"Marula Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911439,2026-02-17T14:50:33.891706,80.0,,,,,
Property24,Rent,,KSh 434 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-runda-116908620,2026-02-17T14:50:33.895035,434.0,,,,,
Property24,Rent,,KSh 230 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116923661,2026-02-17T14:50:33.898624,230.0,,,,,
Property24,Rent,,KSh 500 000,"Karen Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923182,2026-02-17T14:50:33.901730,500.0,,,,,
Property24,Rent,,KSh 400 000,"Ololua Ridge Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923174,2026-02-17T14:50:33.905751,400.0,,,,,
Property24,Rent,,KSh 180 000,"Rhapta Road Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116924439,2026-02-17T14:50:33.909203,180.0,,,,,
Property24,Rent,,KSh 200 000,"Rhapta Road Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116924422,2026-02-17T14:50:40.763744,200.0,,,,,
Property24,Rent,,KSh 450 000,"Ndege Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116920736,2026-02-17T14:50:40.766932,450.0,,,,,
Property24,Rent,,KSh 450 000,"Ndege Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116920559,2026-02-17T14:50:40.769702,450.0,,,,,
Property24,Rent,,KSh 450 000,"Ndege Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116920303,2026-02-17T14:50:40.774912,450.0,,,,,
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-101746791,2026-02-17T14:50:40.778650,370.0,,,,,
Property24,Rent,,KSh 380 000,"Miotoni Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928882,2026-02-17T14:50:40.781454,380.0,,,,,
Property24,Rent,,KSh 140 000,"Rhapta Road Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923511,2026-02-17T14:50:40.786280,140.0,,,,,
Property24,Rent,,KSh 200 000,"Karen Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116930135,2026-02-17T14:50:40.791610,200.0,,,,,
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915222,2026-02-17T14:50:40.795493,370.0,,,,,
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915208,2026-02-17T14:50:40.798613,370.0,,,,,
Property24,Rent,,KSh 775 000,"Gigiri Kitisuru, Gigiri, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-gigiri-116908580,2026-02-17T14:50:40.801671,775.0,,,,,
Property24,Rent,,KSh 360 000,"Marula Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116928419,2026-02-17T14:50:40.804522,360.0,,,,,
Property24,Rent,,KSh 8 000 per day,"Kilimani Estate Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116923632,2026-02-17T14:50:40.810204,8.0,,,,,
Property24,Rent,,KSh 160 000,"Banda Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116907862,2026-02-17T14:50:40.813040,160.0,,,,,
Property24,Rent,,KSh 400 000,"Nyari Kitisuru, Nyari, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-nyari-116909678,2026-02-17T14:50:40.816337,400.0,,,,,
Property24,Rent,,KSh 380 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116908541,2026-02-17T14:50:40.819542,380.0,,,,,
Property24,Rent,,KSh 140 000,"Rhapta Road Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923519,2026-02-17T14:50:40.822909,140.0,,,,,
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915394,2026-02-17T14:50:40.826363,370.0,,,,,
Property24,Rent,,KSh 140 000,"Tree Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116907673,2026-02-17T14:50:40.829198,140.0,,,,,
Property24,Rent,,KSh 220 000,"RR6R+34H Kiambu Rd, Kiambu Road, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kiambu-road-116905443,2026-02-17T14:50:40.832131,220.0,,,,,
Property24,Rent,,KSh 612 000,"Thigiri Ridge Rd Nairobi, Thigiri, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-thigiri-116904332,2026-02-17T14:50:40.835271,612.0,,,,,
Property24,Rent,,KSh 420 000,"Bogani Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923178,2026-02-17T14:50:48.500727,420.0,,,,,
Property24,Rent,,KSh 450 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116899458,2026-02-17T14:50:48.503687,450.0,,,,,
Property24,Rent,,KSh 580 000,"Kitisuru Nairobi, Kitisuru, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-kitisuru-116899480,2026-02-17T14:50:48.509989,580.0,,,,,
Property24,Rent,,KSh 45 000,"Comboni Cl Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-karen-116911477,2026-02-17T14:50:48.513681,45.0,,,,,
Property24,Rent,,KSh 45 000,"Jacob Chege Dr Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-karen-116907710,2026-02-17T14:50:48.518127,45.0,,,,,
Property24,Rent,,KSh 220 000,"Gate 10 Langata N Rd, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116907785,2026-02-17T14:50:48.520971,220.0,,,,,
Property24,Rent,,KSh 220 000,"Karen Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116900883,2026-02-17T14:50:48.525464,220.0,,,,,
Property24,Rent,,KSh 80 000,"Marist Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116900810,2026-02-17T14:50:48.528463,80.0,,,,,
Property24,Rent,,KSh 225 000,"Woodvale Grv Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116900118,2026-02-17T14:50:48.531306,225.0,,,,,
Property24,Rent,,KSh 225 000,"Raphta Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116900107,2026-02-17T14:50:48.535658,225.0,,,,,
Property24,Rent,,KSh 225 000,"Raphta Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116900046,2026-02-17T14:50:48.538374,225.0,,,,,
Property24,Rent,,KSh 500 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116899459,2026-02-17T14:50:48.543134,500.0,,,,,
Property24,Rent,,KSh 250 000,"Kileleshwa Nairobi, Kileleshwa, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kileleshwa-116903201,2026-02-17T14:50:48.545899,250.0,,,,,
Property24,Rent,,KSh 250 000,"Othaya Rd Nairobi, Kileleshwa, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kileleshwa-116903178,2026-02-17T14:50:48.549360,250.0,,,,,
Property24,Rent,,KSh 300 000,"Runda Grove Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-runda-116905602,2026-02-17T14:50:48.553309,300.0,,,,,
Property24,Rent,,KSh 300 000,"Runda Grove Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-runda-116905582,2026-02-17T14:50:48.560087,300.0,,,,,
Property24,Rent,,KSh 450 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116904379,2026-02-17T14:50:48.563319,450.0,,,,,
Property24,Rent,,KSh 225 000,"Raphta Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-101757798,2026-02-17T14:50:48.565845,225.0,,,,,
Property24,Rent,,KSh 50 000,"Tree Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911376,2026-02-17T14:50:48.569429,50.0,,,,,
Property24,Rent,,KSh 450 000,"Kitisuru Nairobi, Kitisuru, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kitisuru-116899481,2026-02-17T14:50:55.962130,450.0,,,,,
Property24,Rent,,KSh 200 000,"Ndege Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116907936,2026-02-17T14:50:55.967934,200.0,,,,,
Property24,Rent,,KSh 250 000,"Jacob Chege Dr Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116907527,2026-02-17T14:50:55.971610,250.0,,,,,
Property24,Rent,,KSh 165 000,"Jacob Chege Dr Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116907514,2026-02-17T14:50:55.978446,165.0,,,,,
Property24,Rent,,KSh 170 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kilimani-116909608,2026-02-17T14:50:55.981916,170.0,,,,,
Property24,Rent,,KSh 170 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kilimani-116909493,2026-02-17T14:50:55.985183,170.0,,,,,
Property24,Rent,,KSh 180 000,"Kasuku Dr Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116907483,2026-02-17T14:50:55.987964,180.0,,,,,
Property24,Rent,,KSh 55 000,"Argwings Kodhek Rd Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116910837,2026-02-17T14:50:55.992270,55.0,,,,,
Property24,Rent,,KSh 55 000,"Argwings Kodhek Rd Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116910821,2026-02-17T14:50:55.995653,55.0,,,,,
Property24,Rent,,KSh 400 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116899455,2026-02-17T14:50:55.998643,400.0,,,,,
Property24,Rent,,KSh 80 000,"Marist Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116907624,2026-02-17T14:50:56.001514,80.0,,,,,
Property24,Rent,,KSh 450 000,"Kitisuru Nairobi, Kitisuru, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kitisuru-101757801,2026-02-17T14:50:56.005276,450.0,,,,,
Property24,Rent,,KSh 450 000,"Runda Kitisuru, Runda, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116899457,2026-02-17T14:50:56.009905,450.0,,,,,
Property24,Rent,,KSh 120 000,"Tree Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911509,2026-02-17T14:50:56.013042,120.0,,,,,
Property24,Rent,,KSh 120 000,"Tree Ln Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911491,2026-02-17T14:50:56.016043,120.0,,,,,
Property24,Rent,,KSh 180 000,"Karen Brooks Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116907735,2026-02-17T14:50:56.018902,180.0,,,,,
Property24,Rent,,KSh 115 000,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116925780,2026-02-17T14:50:56.021061,115.0,,,,,
Property24,Rent,,KSh 50 000,"Ngong Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116907653,2026-02-17T14:50:56.024816,50.0,,,,,
Property24,Rent,,KSh 270 000,"Windy Ridge Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116924199,2026-02-17T14:50:56.028118,270.0,,,,,
Property24,Rent,,KSh 360 000,"QRXH+H9R Kiambu, Kiambu Road, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-kiambu-road-116900543,2026-02-17T14:50:56.031420,360.0,,,,,
Property24,Rent,,KSh 45 000,"Bogani Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911394,2026-02-17T14:50:56.034388,45.0,,,,,
Property24,Rent,,KSh 380 000,"Miotoni Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116923891,2026-02-17T14:51:02.915705,380.0,,,,,
Property24,Rent,,KSh 325 000,"Mukoma Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116907551,2026-02-17T14:51:02.923805,325.0,,,,,
Property24,Rent,,KSh 400 000,"Rhino Park Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116923164,2026-02-17T14:51:02.930736,400.0,,,,,
Property24,Rent,,KSh 350 000,"Rhino Park Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923161,2026-02-17T14:51:02.944529,350.0,,,,,
Property24,Rent,,KSh 450 000,"JMWW+F2X Forest Line Road, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928725,2026-02-17T14:51:02.951548,450.0,,,,,
Property24,Rent,,KSh 360 000,"QRXH+H9R Kiambu, Kiambu Road, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kiambu-road-116905033,2026-02-17T14:51:02.961298,360.0,,,,,
Property24,Rent,,KSh 180 000,"MMWG+P38 Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-101758336,2026-02-17T14:51:02.968202,180.0,,,,,
Property24,Rent,,KSh 100 000,"Three D Ln Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-karen-116907954,2026-02-17T14:51:02.976644,100.0,,,,,
Property24,Rent,,KSh 180 000,"MMWG+P38 Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116914357,2026-02-17T14:51:02.984785,180.0,,,,,
Property24,Rent,,KSh 270 000,"Windy Ridge Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116923049,2026-02-17T14:51:02.994979,270.0,,,,,
Property24,Rent,,KSh 350 000,"Miotoni Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116923143,2026-02-17T14:51:03.001430,350.0,,,,,
Property24,Rent,,KSh 150 000,"Mukinduri Rd Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116901031,2026-02-17T14:51:03.005124,150.0,,,,,
Property24,Rent,,KSh 325 000,"Riverside Dr Nairobi, Riverside, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-riverside-116899495,2026-02-17T14:51:03.010541,325.0,,,,,
Property24,Rent,,KSh 340 000,"Elgeyo Rd Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-kilimani-116897233,2026-02-17T14:51:03.015634,340.0,,,,,
Property24,Rent,,KSh 350 000,"Dennis Pritt Road Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/commercial-property-to-rent-in-kilimani-116897201,2026-02-17T14:51:03.018387,350.0,,,,,
Property24,Rent,,KSh 250 000,"Link Rd Karen, Karen, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116897345,2026-02-17T14:51:03.021707,250.0,,,,,
Property24,Rent,,KSh 450 000,"Nzohe Road Nairobi, Karen, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116897260,2026-02-17T14:51:03.027852,450.0,,,,,
Property24,Rent,,KSh 612 000,"Lower Kabete Nairobi, Lower Kabete, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-house-to-rent-in-lower-kabete-116904348,2026-02-17T14:51:03.031709,612.0,,,,,
