source,listing_type,title,price,location,neighbourhood,bedrooms,bathrooms,size_sqm,property_type,url,scraped_at,price_no,month,price_per_bedroom
Property24,Rent,,KSh 200 000,"rhapta road nairobi, westlands, nairobi",,,,400 m²,,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116950053,2026-02-23T15:55:53.593058,200000,2,
