source,listing_type,title,price,location,bedrooms,bathrooms,size_sqm,property_type,url,scraped_at
Property24,Sale,,KSh 21 714 000,"Muthithi Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926459,2026-02-17T14:48:58.507363
Property24,Sale,,KSh 21 714 000,"Muthithi Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926577,2026-02-17T14:48:58.510977
Property24,Sale,,KSh 21 714 000,"Muthithi Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926422,2026-02-17T14:48:58.514998
Property24,Sale,,KSh 27 500 000,"Westlands, Westlands, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116926603,2026-02-17T14:48:58.518388
Property24,Sale,,KSh 35 000 000,"Westlands, Westlands, Nairobi",,,,,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-westlands-116926565,2026-02-17T14:48:58.522274
Property24,Sale,,KSh 7 749 000,"School Ln Spring Valley, Westlands, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116926518,2026-02-17T14:48:58.528426
Property24,Sale,,KSh 12 000 000,"Rhapta Road Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116926390,2026-02-17T14:48:58.531447
Property24,Sale,,KSh 10 000 000,"Riverside Dr Nairobi, Riverside, Nairobi",,,,,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-116930236,2026-02-17T14:48:58.535773
Property24,Sale,,KSh 5 500 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/apartment-flat-for-sale-in-kilimani-116924922,2026-02-17T14:48:58.539542
Property24,Sale,,KSh 17 500 000,"Rhapta Road Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926373,2026-02-17T14:48:58.550461
Property24,Sale,,KSh 7 000 000,"Westlands Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116931463,2026-02-17T14:48:58.561127
Property24,Sale,,KSh 24 600 000,"Muthangari Dr Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926045,2026-02-17T14:48:58.566793
Property24,Sale,,KSh 31 000 000,"Muthangari Dr Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116926043,2026-02-17T14:48:58.570817
Property24,Sale,,KSh 7 200 000,"Riverside Dr Nairobi, Riverside, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-116930246,2026-02-17T14:48:58.580268
Property24,Sale,,KSh 5 500 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",,,,,https://www.property24.co.ke/apartment-flat-for-sale-in-kilimani-116924925,2026-02-17T14:49:06.086712
Property24,Sale,,KSh 7 000 000,"Westlands Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116931532,2026-02-17T14:49:06.115199
Property24,Sale,,KSh 7 000 000,"Westlands Rd Nairobi, Westlands, Nairobi",,,,,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-101758462,2026-02-17T14:49:06.132852
